,报表日期,20190930,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,210630022.69,218685654.08,258827374.81,242447963.63,59096781.17,0.0
3,交易性金融资产,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,160256658.49,143895075.59,138974777.47,71334289.44,29454388.66,0.0
6,应收票据,0,550000.00,0,0,674250.00,0.0
7,应收账款,160256658.49,143345075.59,138974777.47,71334289.44,28780138.66,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,5975297.85,4892655.34,3414241.91,4005774.86,3700779.36,0.0
10,其他应收款(合计),8827602.60,9080147.65,9960684.78,6254432.61,3181517.64,0.0
11,应收利息,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,0,0,0,0,0,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,31298976.53,27788251.77,19833433.66,12564560.91,8002264.53,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,1410607.42,1857524.34,681883.99,5575598.30,489618.09,0.0
21,流动资产合计,418399165.58,406199308.77,431692396.62,342182619.75,103925349.45,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),0,521562.07,0,0,0,0.0
30,在建工程,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),4112591.52,2292927.15,2512688.46,2581045.93,2149248.63,0.0
33,固定资产净额,0,2292927.15,2512688.46,2581045.93,2149248.63,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,13789685.64,14962284.98,10494665.40,8342850.11,6173265.58,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,2594130.72,80171.58,135650.52,433480.84,489290.14,0.0
43,递延所得税资产,1043748.40,1121240.39,921091.75,469951.25,189343.02,0.0
44,其他非流动资产,0,0,0,0,0,0.0
45,非流动资产合计,21540156.28,18978186.17,14064096.13,11827328.13,9001147.37,0.0
46,资产总计,439939321.86,425177494.94,445756492.75,354009947.88,112926496.82,0.0
47,流动负债,,,,,,
48,短期借款,6560911.00,0,0,0,0,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,28731684.00,26228857.68,39070688.10,22768071.67,4907304.69,0.0
51,应付票据,3137500.00,0,0,0,0,0.0
52,应付账款,25594184.00,26228857.68,39070688.10,22768071.67,4907304.69,0.0
53,预收款项,314702.92,179273.02,798602.76,1258722.20,1241141.06,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,2663771.88,1744114.52,8478521.88,3797679.00,2816944.83,0.0
56,应交税费,1277760.33,730258.72,13688081.42,5467230.96,2291335.55,0.0
57,其他应付款(合计),536962.34,315097.77,463833.99,1359537.29,692307.59,0.0
58,应付利息,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,0,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,40085792.47,29197601.71,62499728.15,34651241.12,11949033.72,0.0
67,非流动负债,,,,,,
68,长期借款,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,0,0.0
77,长期递延收益,0,0,0,0,0,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,0.00,0.00,0.00,0.00,0.00,0.0
80,负债合计,40085792.47,29197601.71,62499728.15,34651241.12,11949033.72,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),60000000.00,60000000.00,60000000.00,60000000.00,21775000.00,0.0
83,资本公积,220436025.36,220436025.36,220436025.36,220436025.36,64092230.71,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,10282073.92,10282073.92,10282073.92,3892268.14,1511023.24,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,109135430.11,105261793.95,92538665.32,35030413.26,13599209.15,0.0
90,归属于母公司股东权益合计,399853529.39,395979893.23,383256764.60,319358706.76,100977463.10,0.0
91,少数股东权益,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,399853529.39,395979893.23,383256764.60,319358706.76,100977463.10,0.0
93,负债和所有者权益(或股东权益)总计,439939321.86,425177494.94,445756492.75,354009947.88,112926496.82,0.0
