,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,230926278.55,167576576.65,120753707.91,113303916.98,81907585.73,0.0
3,交易性金融资产,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,126159599.00,136969872.93,93316379.61,85757679.70,44366271.88,0.0
6,应收票据,0,0,0,0,0,0.0
7,应收账款,126159599.00,136969872.93,93316379.61,85757679.70,44366271.88,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,157087.42,1208179.90,81447.10,76505.26,146419.08,0.0
10,其他应收款(合计),5683697.29,1794272.42,1198542.04,1763561.95,528489.32,0.0
11,应收利息,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,5683697.29,0,0,0,0,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,88410478.31,87208436.44,134343647.17,109930228.48,58386981.97,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,4190958.90,4674875.74,2645327.38,1983544.88,2640620.76,0.0
21,流动资产合计,455528099.47,399432214.08,352339051.21,312815437.25,187976368.74,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),96677167.60,96479614.37,58493900.00,371105.00,0,0.0
30,在建工程,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),54601617.56,43779255.04,42857966.00,33820045.65,23072642.27,0.0
33,固定资产净额,54601617.56,0,0,0,0,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,18858988.65,13985016.49,14157115.15,204006.83,95210.19,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,546118.48,832743.21,1031633.66,0,0,0.0
43,递延所得税资产,2107867.58,2335013.74,1320140.87,1399267.33,949572.64,0.0
44,其他非流动资产,1813026.73,1553933.86,1127760.06,7030125.00,4927294.06,0.0
45,非流动资产合计,174604786.60,158965576.71,118988515.74,42824549.81,29044719.16,0.0
46,资产总计,630132886.07,558397790.79,471327566.95,355639987.06,217021087.90,0.0
47,流动负债,,,,,,
48,短期借款,0,10000000.00,10000000.00,0,0,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,140924296.33,131113011.16,126365161.62,123418451.49,64268526.61,0.0
51,应付票据,0,0,0,0,0,0.0
52,应付账款,140924296.33,131113011.16,126365161.62,123418451.49,64268526.61,0.0
53,预收款项,0,0,0,0,12000.00,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,14257652.15,11521435.66,8904438.85,7701381.52,6709359.23,0.0
56,应交税费,4695441.83,5286135.26,4770676.73,1659582.99,4092543.00,0.0
57,其他应付款(合计),964148.67,1236302.30,743390.26,984175.10,570884.33,0.0
58,应付利息,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,964148.67,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,160841538.98,159156884.38,150783667.46,133763591.10,75653313.17,0.0
67,非流动负债,,,,,,
68,长期借款,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,0,0.0
77,长期递延收益,5033797.29,5151551.60,918081.64,1000000.00,0,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,5033797.29,5151551.60,918081.64,1000000.00,0.00,0.0
80,负债合计,165875336.27,164308435.98,151701749.10,134763591.10,75653313.17,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),80000000.00,80000000.00,80000000.00,80000000.00,25000000.00,0.0
83,资本公积,115599977.26,115599977.26,115599977.26,115599977.26,0,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,294628.36,140094.17,83735.91,-224590.24,125855.77,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,24284210.64,10502443.07,10502443.07,1132457.24,10959743.66,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,244078733.54,187846840.31,113439661.61,24368551.70,105282175.30,0.0
90,归属于母公司股东权益合计,464257549.80,394089354.81,319625817.85,220876395.96,141367774.73,0.0
91,少数股东权益,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,464257549.80,394089354.81,319625817.85,220876395.96,141367774.73,0.0
93,负债和所有者权益(或股东权益)总计,630132886.07,558397790.79,471327566.95,355639987.06,217021087.90,0.0
