,报表日期,20191231,20190930,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,9265825886.65,10257022100.00,9841608800.00,9222876400.00,4260909400.00,0.0
3,交易性金融资产,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,1207526240.55,1417179800.00,1195124500.00,1226084500.00,1196886300.00,0.0
6,应收票据,0,0,0,0,0,0.0
7,应收账款,1207526240.55,1417179800.00,1195124500.00,1226084500.00,1196886300.00,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,0,628400.00,70000.00,74100.00,0,0.0
10,其他应收款(合计),314280005.94,279349600.00,450746100.00,634030700.00,825498600.00,0.0
11,应收利息,0,0,0,8448600.00,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,314280005.94,0,0,0,0,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,0,0,0,0,0,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,25916932.21,24666000.00,48577400.00,66364300.00,112732400.00,0.0
21,流动资产合计,10813549065.35,11978845800.00,11536126700.00,11149430000.00,6396026600.00,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),86513997.03,80747100.00,96070700.00,186329000.00,208888900.00,0.0
30,在建工程,86513997.03,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),130486907192.92,130532184300.00,132753071000.00,135311199800.00,137824869700.00,0.0
33,固定资产净额,130486907192.92,0,0,0,0,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,42985771405.44,43102031500.00,30032434000.00,29871092200.00,29904754500.00,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,0,0,0,0,0,0.0
43,递延所得税资产,0,0,25956100.00,43041500.00,46321200.00,0.0
44,其他非流动资产,778623303.69,1385849900.00,1266093100.00,1166042100.00,5759483500.00,0.0
45,非流动资产合计,174337815899.08,175100812900.00,164173624900.00,166577704600.00,173744317800.00,0.0
46,资产总计,185151364964.43,187079658600.00,175709751700.00,177727134600.00,180140344400.00,0.0
47,流动负债,,,,,,
48,短期借款,0,0,0,3500000000.00,3800000000.00,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,641739795.80,511065700.00,741273300.00,1121020200.00,959328600.00,0.0
51,应付票据,0,0,0,0,0,0.0
52,应付账款,641739795.80,511065700.00,741273300.00,1121020200.00,959328600.00,0.0
53,预收款项,323865683.91,278984300.00,175129100.00,108988200.00,246198700.00,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,629104.68,438300.00,418100.00,343400.00,335100.00,0.0
56,应交税费,1025082382.99,1656062200.00,585232500.00,454539300.00,93126400.00,0.0
57,其他应付款(合计),1532597219.62,2437611400.00,1498442700.00,2155194800.00,1539012800.00,0.0
58,应付利息,0,551819300.00,533786100.00,585417000.00,891213600.00,0.0
59,应付股利,0,477779200.00,289289100.00,130575800.00,19594400.00,0.0
60,其他应付款,1532597219.62,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,1970364244.16,1508500000.00,2102500000.00,1518000000.00,1576500000.00,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,5494278431.16,6392661800.00,5102995600.00,8858085800.00,8214501600.00,0.0
67,非流动负债,,,,,,
68,长期借款,20207752430.32,20298752400.00,21722252400.00,23824752400.00,26963867900.00,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,270657538.87,274827300.00,287336600.00,304015600.00,320694700.00,0.0
77,长期递延收益,122242813.37,97338300.00,52576600.00,512000.00,0,0.0
78,其他非流动负债,282240000.00,282240000.00,371370000.00,357258000.00,5078689100.00,0.0
79,非流动负债合计,20882892782.56,20953158100.00,22433535600.00,24486538000.00,32363251700.00,0.0
80,负债合计,26377171213.72,27345819900.00,27536531200.00,33344623900.00,40577753200.00,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),42820854611.00,42820854600.00,40000000000.00,130623961200.00,130623961200.00,0.0
83,资本公积,100104339889.00,100104339900.00,90644541200.00,20580000.00,20580000.00,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,4203369654.71,3009644700.00,3009644700.00,1984847200.00,1079503000.00,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,11645629596.00,13798999600.00,14519034600.00,11753122400.00,7838546900.00,0.0
90,归属于母公司股东权益合计,158774193750.71,159733838800.00,148173220500.00,144382510800.00,139562591100.00,0.0
91,少数股东权益,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,158774193750.71,159733838800.00,148173220500.00,144382510800.00,139562591100.00,0.0
