,报表日期,20190930,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,107241507.47,71530750.50,48517943.84,28117104.69,5986925.88,0.0
3,交易性金融资产,7101486.13,23010747.81,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,6291489.79,20629032.03,33187606.79,19052231.17,8404183.58,0.0
6,应收票据,0,0,0,0,0,0.0
7,应收账款,6291489.79,20629032.03,33187606.79,19052231.17,8404183.58,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,2176899.12,2782064.25,13229366.90,8933449.21,1080144.79,0.0
10,其他应收款(合计),180481.98,252929.92,45843.00,691823.34,603678.18,0.0
11,应收利息,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,180481.98,252929.92,45843.00,691823.34,603678.18,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,62317254.79,59977650.18,49339670.22,16601620.28,8426782.96,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,6093203.40,6100293.66,41739106.19,42620313.01,44628229.79,0.0
21,流动资产合计,191402322.68,184283468.35,186059536.94,116016541.70,69129945.18,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,6013343.78,6182961.95,6330116.85,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),12026573.99,11466600.76,19189555.49,11500250.96,4353381.46,0.0
30,在建工程,11760202.33,11466600.76,19189555.49,11500250.96,4353381.46,0.0
31,工程物资,266371.66,0,0,0,0,0.0
32,固定资产及清理(合计),141388525.12,144217642.73,107043296.67,30117474.58,6958093.11,0.0
33,固定资产净额,141388525.12,144217642.73,107043296.67,30117474.58,6958093.11,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,27255364.29,27852588.43,28956088.36,14228282.89,15909676.95,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,3463288.18,3097292.74,1987729.69,1209449.85,342135.11,0.0
43,递延所得税资产,3019662.24,2780330.14,2300396.44,661635.24,265603.69,0.0
44,其他非流动资产,1167249.21,662161.59,9099459.60,1786305.29,452846.19,0.0
45,非流动资产合计,194334006.81,196259578.34,174906643.10,59503398.81,28281736.51,0.0
46,资产总计,385736329.49,380543046.69,360966180.04,175519940.51,97411681.69,0.0
47,流动负债,,,,,,
48,短期借款,0,0,0,0,0,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,15827510.71,17689067.50,12366943.63,7751746.45,4210471.19,0.0
51,应付票据,0,0,0,0,0,0.0
52,应付账款,15827510.71,17689067.50,12366943.63,7751746.45,4210471.19,0.0
53,预收款项,67150.00,69250.00,387476.00,0,12257.97,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,135596.52,174402.94,3840694.25,3321627.92,530840.39,0.0
56,应交税费,690680.55,221528.92,1030339.72,2982907.26,69767.83,0.0
57,其他应付款(合计),17774.80,10548.30,88746.93,1764814.87,42268.78,0.0
58,应付利息,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,17774.80,10548.30,88746.93,1764814.87,42268.78,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,16738712.58,18164797.66,17714200.53,15821096.50,4865606.16,0.0
67,非流动负债,,,,,,
68,长期借款,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,49227.31,20780.59,25598.89,20539.23,7114.78,0.0
77,长期递延收益,9971111.77,10070109.68,8874945.66,1150000.00,0,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,10020339.08,10090890.27,8900544.55,1170539.23,7114.78,0.0
80,负债合计,26759051.66,28255687.93,26614745.08,16991635.73,4872720.94,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),120000000.00,120000000.00,120000000.00,52295700.00,52093800.00,0.0
83,资本公积,129797098.08,129797098.08,129797098.08,45547705.60,25649605.60,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,182966.89,98525.98,-73839.28,-91010.68,-127598.10,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,8752905.01,8752905.01,8752905.01,6351483.63,1661153.80,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,100244307.85,93638829.69,75875271.15,54424426.23,13261999.45,0.0
90,归属于母公司股东权益合计,358977277.83,352287358.76,334351434.96,158528304.78,92538960.75,0.0
91,少数股东权益,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,358977277.83,352287358.76,334351434.96,158528304.78,92538960.75,0.0
93,负债和所有者权益(或股东权益)总计,385736329.49,380543046.69,360966180.04,175519940.51,97411681.69,0.0
