,报表日期,20191231,20190630,20181231,20180930,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,
2,货币资金,342287595.57,295278129.15,229524659.54,223558292.17,235238710.53,409868030.93,248676348.60,0.0
3,交易性金融资产,224717520.95,217373468.40,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,137919111.76,156055274.01,265084512.06,266549294.45,274598711.65,185851807.57,152171926.18,0.0
6,应收票据,0,0,119818271.25,0,102660731.06,91923571.01,0,0.0
7,应收账款,137919111.76,156055274.01,145266240.81,0,171937980.59,93928236.56,0,0.0
8,应收款项融资,151103897.65,138554558.49,0,0,0,0,0,0.0
9,预付款项,5196255.37,5226921.50,2934256.27,4171763.41,2809335.58,1365092.66,1336870.20,0.0
10,其他应收款(合计),1961266.84,2887745.94,2802539.40,2788166.70,348473.19,14025111.65,84148261.50,0.0
11,应收利息,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0.0
13,其他应收款,0,0,0,2788166.70,0,0,84148261.50,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0.0
15,存货,241887857.48,230630517.37,256747597.41,220588196.11,219889660.83,140286626.45,183961998.96,0.0
16,划分为持有待售的资产,10820181.67,10820181.67,10820181.67,10820181.67,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,1611486.00,0.0
18,待摊费用,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0.0
20,其他流动资产,9818668.57,6947820.09,167671841.72,165975949.86,193130672.18,195027279.57,235250054.76,0.0
21,流动资产合计,1125712355.86,1063774616.62,935585588.07,894451844.37,926015563.96,946423948.83,907156946.20,0.0
22,非流动资产,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,31079269.00,31079269.00,31079269.00,51079269.00,21000000.00,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,2012885.45,4583586.18,5228272.12,0.0
28,投资性房地产,0,0,0,0,0,83757542.24,86624309.34,0.0
29,在建工程(合计),189147058.02,49187423.59,12094002.93,5594607.38,5218575.14,5218575.14,2195057.00,0.0
30,在建工程,0,0,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),70702499.01,73019435.89,70007653.53,71405917.55,70050532.62,65088543.76,67495506.37,0.0
33,固定资产净额,70702499.01,0,0,0,0,0,0,0.0
34,固定资产清理,0,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0.0
39,无形资产,112437501.88,115528034.31,116848149.75,117508206.89,64248229.44,65380802.75,66842367.47,0.0
40,开发支出,0,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0,0.0
42,长期待摊费用,1096075.34,816416.59,866916.61,892166.62,967916.65,0,0,0.0
43,递延所得税资产,1974622.67,2301454.22,2096489.58,2518977.64,3000282.89,2313285.89,2830321.08,0.0
44,其他非流动资产,65000.00,2018649.56,1297000.00,1638200.00,1185252.99,446287.62,30089269.00,0.0
45,非流动资产合计,435848580.03,293347987.02,234289481.40,230637345.08,177762944.18,277867892.58,282305102.38,0.0
46,资产总计,1561560935.89,1357122603.64,1169875069.47,1125089189.45,1103778508.14,1224291841.41,1189462048.58,0.0
47,流动负债,,,,,,,,
48,短期借款,18025147.22,10000000.00,20000000.00,20000000.00,0,0,0,0.0
