,报表日期,20190930,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,0,870776049.83,940624690.44,860249060.88,41349094.06,0.0
3,交易性金融资产,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,0,232526515.01,175681571.24,121427578.62,57161098.56,0.0
6,应收票据,0,0,0,0,0,0.0
7,应收账款,0,232526515.01,175681571.24,121427578.62,57161098.56,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,0,5786275.18,9290914.58,4228684.16,1355991.95,0.0
10,其他应收款(合计),0,11257321.44,4132801.23,5738104.69,3065148.44,0.0
11,应收利息,0,4253750.00,0,1447638.89,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,0,7003571.44,4132801.23,4290465.80,3065148.44,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,0,25704925.72,16610158.09,9068761.56,8208574.59,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,0,70721771.02,69143477.08,91053577.16,1117776828.62,0.0
21,流动资产合计,0,1216772858.20,1215483612.66,1091765767.07,1228916736.22,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,1600000.00,1176064.52,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),0,6908041.77,94805117.22,28377403.55,3192228.97,0.0
30,在建工程,0,6908041.77,94805117.22,28377403.55,3192228.97,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),0,876436843.10,831234338.15,500681848.90,386129185.44,0.0
33,固定资产净额,0,876429818.82,831191874.05,500681848.90,386129185.44,0.0
34,固定资产清理,0,7024.28,42464.10,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,0,22352731.36,748406.97,398783.73,699224.93,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,0,3482913.72,4688194.95,3878966.98,7542706.01,0.0
43,递延所得税资产,0,3952414.74,7252462.48,11162090.13,0,0.0
44,其他非流动资产,0,0,0,1140000.00,0,0.0
45,非流动资产合计,0,915802944.69,940328519.77,546815157.81,397563345.35,0.0
46,资产总计,2088478000.00,2132575802.89,2155812132.43,1638580924.88,1626480081.57,0.0
47,流动负债,,,,,,
48,短期借款,0,0,0,0,97499905.00,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,0,227139452.56,189583158.65,242891173.83,137726200.51,0.0
51,应付票据,0,0,0,0,0,0.0
52,应付账款,0,227139452.56,189583158.65,242891173.83,137726200.51,0.0
53,预收款项,0,110068449.78,125778461.58,112475875.94,84635439.72,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,0,15006215.33,63256433.84,56867895.74,43053587.46,0.0
56,应交税费,0,6913333.38,8337947.76,4393683.90,3100715.78,0.0
57,其他应付款(合计),0,10224355.93,13638426.76,10375718.17,1261448962.64,0.0
58,应付利息,0,0,0,0,201753.69,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,0,10224355.93,13638426.76,10375718.17,1261247208.95,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,235351.18,1535447.89,5973808.29,6738535.75,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,0,369587158.16,402129876.48,432978155.87,1634203346.86,0.0
67,非流动负债,,,,,,
68,长期借款,0,0,0,0,16000000.00,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,1535447.89,7726674.11,0.0
73,长期应付款,0,0,0,1535447.89,7726674.11,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,1373675.58,0.0
77,长期递延收益,0,32237157.63,32618242.01,28861018.94,25695569.25,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,0,32237157.63,32618242.01,30396466.83,50795918.94,0.0
80,负债合计,0,401824315.79,434748118.49,463374622.70,1684999265.80,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),0,364032164.00,364032164.00,172615260.00,132851101.00,0.0
83,资本公积,0,1367317586.57,1367317586.57,1244244358.02,112666458.55,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,0,845443.03,540418.57,-177180.83,7784161.64,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,0,0,0,0,0,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,0,-1574520.69,-11011856.92,-241476135.01,-312459184.81,0.0
90,归属于母公司股东权益合计,0,1730620672.91,1720878312.22,1175206302.18,-59157463.62,0.0
91,少数股东权益,0,130814.19,185701.72,0,638279.39,0.0
92,所有者权益(或股东权益)合计,1734917500.00,1730751487.10,1721064013.94,1175206302.18,-58519184.23,0.0
93,负债和所有者权益(或股东权益)总计,1734917500.00,2132575802.89,2155812132.43,1638580924.88,1626480081.57,0.0
